tol_knr,pre_knr,tol_lr,pre_lr,tol_dtr,pre_dtr,tol_abr,pre_abr,tol_rfr,pre_rfr,tol_etr,pre_etr,tol_gbr,pre_gbr,tol_mlpr,pre_mlpr,tol_vr,pre_vr,tol_sr,pre_sr,tol_etr_simp,pre_etr_simp
3.6000000000000005,40.07319304666056,3.6000000000000005,58.279963403476664,3.6000000000000005,77.21866422689845,3.6000000000000005,46.84354986276304,3.6000000000000005,90.11893870082342,3.6000000000000005,92.86367795059469,3.6000000000000005,81.24428179322965,3.6000000000000005,51.967063129002746,3.6000000000000005,92.13174748398902,3.6000000000000005,84.8124428179323,3.6000000000000005,92.86367795059469
3.8,42.086001829826166,3.8,59.92680695333943,3.8,79.59743824336688,3.8,49.58828911253431,3.8,90.66788655077768,3.8,93.22964318389752,3.8,83.07410795974383,3.8,54.16285452881976,3.8,92.68069533394328,3.8,86.00182982616651,3.8,93.22964318389752
4.0,43.91582799634035,4.0,62.30558096980787,4.0,81.24428179322965,4.0,50.96065873741995,4.0,91.39981701738334,4.0,93.41262580054894,4.0,85.8188472095151,4.0,56.99908508691674,4.0,93.22964318389752,4.0,86.9167429094236,4.0,93.41262580054894
4.2,45.37968892955169,4.2,64.40988106129917,4.2,82.98261665141811,4.2,53.156450137236966,4.2,91.9487648673376,4.2,93.68709972552608,4.2,87.28270814272643,4.2,58.828911253430924,4.2,93.77859103385178,4.2,89.02104300091491,4.2,93.68709972552608
4.3999999999999995,46.4775846294602,4.3999999999999995,66.23970722781335,4.3999999999999995,84.90393412625801,4.3999999999999995,55.26075022872827,4.3999999999999995,92.40622140896615,4.3999999999999995,94.32753888380604,4.3999999999999995,88.8380603842635,4.3999999999999995,60.84172003659653,4.3999999999999995,94.51052150045746,4.3999999999999995,89.56999085086916,4.3999999999999995,94.32753888380604
4.6,48.67337602927722,4.6,67.97804208600184,4.6,86.45928636779506,4.6,57.82250686184812,4.6,93.13815187557182,4.6,94.87648673376029,4.6,89.56999085086916,4.6,62.03110704483073,4.6,94.87648673376029,4.6,90.02744739249772,4.6,94.87648673376029
4.8,50.22872827081427,4.8,69.25892040256176,4.8,87.09972552607502,4.8,60.20128087831657,4.8,93.50411710887465,4.8,95.15096065873742,4.8,91.12534309240623,4.8,63.860933211344914,4.8,95.24245196706312,4.8,90.9423604757548,4.8,95.15096065873742
5.0,51.87557182067704,5.0,70.44830741079598,5.0,88.38060384263495,5.0,63.129002744739246,5.0,93.96157365050321,5.0,95.60841720036596,5.0,91.58279963403476,5.0,66.78865507776761,5.0,95.51692589204026,5.0,91.21683440073193,5.0,95.60841720036596
5.2,53.33943275388838,5.2,72.00365965233303,5.2,89.29551692589203,5.2,65.78225068618482,5.2,94.78499542543459,5.2,95.79139981701739,5.2,92.13174748398902,5.2,68.16102470265325,5.2,95.79139981701739,5.2,92.22323879231473,5.2,95.79139981701739
5.4,54.80329368709973,5.4,73.92497712717292,5.4,90.48490393412627,5.4,67.42909423604758,5.4,95.15096065873742,5.4,96.34034766697164,5.4,92.68069533394328,5.4,69.80786825251602,5.4,96.15736505032022,5.4,92.77218664226898,5.4,96.34034766697164
5.6000000000000005,56.358645928636776,5.6000000000000005,75.48032936870997,5.6000000000000005,91.03385178408051,5.6000000000000005,69.7163769441903,5.6000000000000005,95.69990850869168,5.6000000000000005,96.43183897529735,5.6000000000000005,93.59560841720037,5.6000000000000005,71.7291857273559,5.6000000000000005,96.34034766697164,5.6000000000000005,93.22964318389752,5.6000000000000005,96.43183897529735
5.800000000000001,57.73101555352241,5.800000000000001,77.03568161024702,5.800000000000001,91.76578225068619,5.800000000000001,71.6376944190302,5.800000000000001,95.79139981701739,5.800000000000001,96.43183897529735,5.800000000000001,93.96157365050321,5.800000000000001,73.01006404391582,5.800000000000001,96.43183897529735,5.800000000000001,93.68709972552608,5.800000000000001,96.43183897529735
6.0,59.011893870082346,6.0,78.22506861848125,6.0,92.40622140896615,6.0,73.46752058554438,6.0,95.97438243366881,6.0,96.52333028362305,6.0,94.32753888380604,6.0,73.74199451052151,6.0,96.79780420860018,6.0,94.23604757548033,6.0,96.52333028362305
6.2,60.84172003659653,6.2,79.13998170173834,6.2,92.9551692589204,6.2,75.38883806038427,6.2,96.34034766697164,6.2,96.61482159194877,6.2,94.967978042086,6.2,75.38883806038427,6.2,96.79780420860018,6.2,94.60201280878316,6.2,96.61482159194877
6.4,62.94602012808783,6.4,79.96340347666971,6.4,93.59560841720037,6.4,77.03568161024702,6.4,96.43183897529735,6.4,96.88929551692588,6.4,95.33394327538883,6.4,76.85269899359561,6.4,96.79780420860018,6.4,95.0594693504117,6.4,96.88929551692588
6.6000000000000005,64.31838975297347,6.6000000000000005,81.51875571820678,6.6000000000000005,93.96157365050321,6.6000000000000005,78.68252516010979,6.6000000000000005,96.70631290027447,6.6000000000000005,96.88929551692588,6.6000000000000005,95.69990850869168,6.6000000000000005,78.04208600182983,6.6000000000000005,97.0722781335773,6.6000000000000005,95.42543458371455,6.6000000000000005,96.88929551692588
6.800000000000001,65.96523330283624,6.800000000000001,82.43366880146387,6.800000000000001,94.51052150045746,6.800000000000001,80.7868252516011,6.800000000000001,96.70631290027447,6.800000000000001,97.16376944190301,6.800000000000001,95.97438243366881,6.800000000000001,79.32296431838975,6.800000000000001,97.16376944190301,6.800000000000001,95.60841720036596,6.800000000000001,97.16376944190301
7.000000000000001,67.24611161939616,7.000000000000001,83.34858188472096,7.000000000000001,94.69350411710887,7.000000000000001,82.708142726441,7.000000000000001,96.88929551692588,7.000000000000001,97.25526075022873,7.000000000000001,96.70631290027447,7.000000000000001,80.7868252516011,7.000000000000001,97.62122598353157,7.000000000000001,95.69990850869168,7.000000000000001,97.25526075022873
7.200000000000001,69.16742909423604,7.200000000000001,84.99542543458372,7.200000000000001,95.24245196706312,7.200000000000001,84.53796889295518,7.200000000000001,97.16376944190301,7.200000000000001,97.71271729185727,7.200000000000001,96.88929551692588,7.200000000000001,81.33577310155535,7.200000000000001,97.89569990850869,7.200000000000001,95.97438243366881,7.200000000000001,97.71271729185727
7.3999999999999995,70.26532479414456,7.3999999999999995,86.00182982616651,7.3999999999999995,95.33394327538883,7.3999999999999995,86.36779505946936,7.3999999999999995,97.34675205855444,7.3999999999999995,97.89569990850869,7.3999999999999995,97.25526075022873,7.3999999999999995,82.7996340347667,7.3999999999999995,98.0786825251601,7.3999999999999995,95.97438243366881,7.3999999999999995,97.89569990850869
7.6,71.27172918572735,7.6,86.55077767612077,7.6,95.8828911253431,7.6,87.9231473010064,7.6,97.62122598353157,7.6,97.9871912168344,7.6,97.34675205855444,7.6,83.8975297346752,7.6,98.17017383348582,7.6,96.15736505032022,7.6,97.9871912168344
7.8,72.36962488563586,7.8,87.55718206770356,7.8,96.15736505032022,7.8,88.9295516925892,7.8,97.80420860018299,7.8,98.0786825251601,7.8,97.34675205855444,7.8,84.99542543458372,7.8,98.35315645013723,7.8,96.34034766697164,7.8,98.0786825251601
8.0,73.83348581884721,8.0,88.28911253430924,8.0,96.34034766697164,8.0,90.02744739249772,8.0,97.9871912168344,8.0,98.35315645013723,8.0,97.89569990850869,8.0,85.45288197621225,8.0,98.53613906678865,8.0,96.61482159194877,8.0,98.35315645013723
8.200000000000001,74.19945105215004,8.200000000000001,88.9295516925892,8.200000000000001,96.70631290027447,8.200000000000001,90.9423604757548,8.200000000000001,98.17017383348582,8.200000000000001,98.44464775846295,8.200000000000001,97.9871912168344,8.200000000000001,86.09332113449221,8.200000000000001,98.62763037511436,8.200000000000001,96.70631290027447,8.200000000000001,98.44464775846295
8.4,74.7483989021043,8.4,89.38700823421775,8.4,97.0722781335773,8.4,91.9487648673376,8.4,98.17017383348582,8.4,98.71912168344006,8.4,97.9871912168344,8.4,86.8252516010979,8.4,98.71912168344006,8.4,97.0722781335773,8.4,98.71912168344006
8.600000000000001,75.93778591033852,8.600000000000001,89.75297346752058,8.600000000000001,97.43824336688014,8.600000000000001,93.04666056724611,8.600000000000001,98.35315645013723,8.600000000000001,98.81061299176578,8.600000000000001,98.0786825251601,8.600000000000001,87.46569075937785,8.600000000000001,98.81061299176578,8.600000000000001,97.16376944190301,8.600000000000001,98.81061299176578
8.799999999999999,77.03568161024702,8.799999999999999,90.11893870082342,8.799999999999999,97.62122598353157,8.799999999999999,93.77859103385178,8.799999999999999,98.53613906678865,8.799999999999999,98.81061299176578,8.799999999999999,98.0786825251601,8.799999999999999,88.01463860933212,8.799999999999999,98.81061299176578,8.799999999999999,97.34675205855444,8.799999999999999,98.81061299176578
9.0,77.95059469350412,9.0,90.75937785910338,9.0,97.80420860018299,9.0,94.32753888380604,9.0,98.71912168344006,9.0,98.90210430009148,9.0,98.17017383348582,9.0,89.29551692589203,9.0,98.81061299176578,9.0,97.52973467520586,9.0,98.90210430009148
9.2,78.7740164684355,9.2,91.30832570905764,9.2,97.9871912168344,9.2,95.15096065873742,9.2,98.90210430009148,9.2,99.08508691674291,9.2,98.17017383348582,9.2,89.47849954254346,9.2,98.81061299176578,9.2,97.71271729185727,9.2,99.08508691674291
9.4,79.59743824336688,9.4,91.9487648673376,9.4,98.17017383348582,9.4,95.97438243366881,9.4,98.9935956084172,9.4,99.08508691674291,9.4,98.17017383348582,9.4,90.02744739249772,9.4,98.90210430009148,9.4,97.80420860018299,9.4,99.08508691674291
9.6,80.87831655992682,9.6,92.31473010064045,9.6,98.17017383348582,9.6,96.06587374199451,9.6,99.08508691674291,9.6,99.08508691674291,9.6,98.26166514181153,9.6,90.30192131747484,9.6,98.9935956084172,9.6,97.89569990850869,9.6,99.08508691674291
9.8,81.42726440988106,9.8,92.58920402561756,9.8,98.17017383348582,9.8,96.79780420860018,9.8,99.08508691674291,9.8,99.08508691674291,9.8,98.53613906678865,9.8,90.66788655077768,9.8,99.08508691674291,9.8,97.9871912168344,9.8,99.08508691674291
10.0,82.34217749313815,10.0,92.77218664226898,10.0,98.17017383348582,10.0,97.25526075022873,10.0,99.08508691674291,10.0,99.08508691674291,10.0,98.62763037511436,10.0,91.03385178408051,10.0,99.08508691674291,10.0,97.9871912168344,10.0,99.08508691674291
10.200000000000001,83.07410795974383,10.200000000000001,93.13815187557182,10.200000000000001,98.35315645013723,10.200000000000001,97.89569990850869,10.200000000000001,99.08508691674291,10.200000000000001,99.17657822506862,10.200000000000001,98.81061299176578,10.200000000000001,91.49130832570906,10.200000000000001,99.17657822506862,10.200000000000001,97.9871912168344,10.200000000000001,99.17657822506862
10.4,84.08051235132662,10.4,93.32113449222324,10.4,98.35315645013723,10.4,97.9871912168344,10.4,99.17657822506862,10.4,99.17657822506862,10.4,98.81061299176578,10.4,91.8572735590119,10.4,99.17657822506862,10.4,97.9871912168344,10.4,99.17657822506862
10.6,84.90393412625801,10.6,93.77859103385178,10.6,98.35315645013723,10.6,98.35315645013723,10.6,99.26806953339434,10.6,99.26806953339434,10.6,98.81061299176578,10.6,92.49771271729186,10.6,99.26806953339434,10.6,98.17017383348582,10.6,99.26806953339434
10.8,85.45288197621225,10.8,94.14455626715463,10.8,98.44464775846295,10.8,98.71912168344006,10.8,99.35956084172004,10.8,99.35956084172004,10.8,98.90210430009148,10.8,92.86367795059469,10.8,99.35956084172004,10.8,98.17017383348582,10.8,99.35956084172004
11.0,85.72735590118938,11.0,94.41903019213174,11.0,98.53613906678865,11.0,98.81061299176578,11.0,99.35956084172004,11.0,99.35956084172004,11.0,98.9935956084172,11.0,93.13815187557182,11.0,99.45105215004575,11.0,98.26166514181153,11.0,99.35956084172004
11.200000000000001,86.73376029277219,11.200000000000001,94.967978042086,11.200000000000001,98.53613906678865,11.200000000000001,98.90210430009148,11.200000000000001,99.45105215004575,11.200000000000001,99.45105215004575,11.200000000000001,98.9935956084172,11.200000000000001,93.59560841720037,11.200000000000001,99.54254345837145,11.200000000000001,98.35315645013723,11.200000000000001,99.45105215004575
11.4,87.00823421774932,11.4,95.0594693504117,11.4,98.53613906678865,11.4,98.90210430009148,11.4,99.45105215004575,11.4,99.63403476669717,11.4,99.08508691674291,11.4,93.77859103385178,11.4,99.54254345837145,11.4,98.35315645013723,11.4,99.63403476669717
11.600000000000001,87.37419945105215,11.600000000000001,95.42543458371455,11.600000000000001,98.53613906678865,11.600000000000001,99.08508691674291,11.600000000000001,99.45105215004575,11.600000000000001,99.63403476669717,11.600000000000001,99.08508691674291,11.600000000000001,94.32753888380604,11.600000000000001,99.63403476669717,11.600000000000001,98.35315645013723,11.600000000000001,99.63403476669717
11.8,88.19762122598354,11.8,95.69990850869168,11.8,98.53613906678865,11.8,99.17657822506862,11.8,99.45105215004575,11.8,99.63403476669717,11.8,99.17657822506862,11.8,94.51052150045746,11.8,99.63403476669717,11.8,98.35315645013723,11.8,99.63403476669717
12.0,88.74656907593778,12.0,95.69990850869168,12.0,98.62763037511436,12.0,99.35956084172004,12.0,99.45105215004575,12.0,99.72552607502287,12.0,99.17657822506862,12.0,95.15096065873742,12.0,99.72552607502287,12.0,98.53613906678865,12.0,99.72552607502287
12.2,89.56999085086916,12.2,95.8828911253431,12.2,98.62763037511436,12.2,99.35956084172004,12.2,99.45105215004575,12.2,99.72552607502287,12.2,99.17657822506862,12.2,95.33394327538883,12.2,99.72552607502287,12.2,98.53613906678865,12.2,99.72552607502287
12.4,90.21043000914914,12.4,96.06587374199451,12.4,98.71912168344006,12.4,99.54254345837145,12.4,99.45105215004575,12.4,99.72552607502287,12.4,99.26806953339434,12.4,95.69990850869168,12.4,99.72552607502287,12.4,98.62763037511436,12.4,99.72552607502287
12.6,90.8508691674291,12.6,96.15736505032022,12.6,98.90210430009148,12.6,99.54254345837145,12.6,99.54254345837145,12.6,99.72552607502287,12.6,99.35956084172004,12.6,96.24885635864592,12.6,99.72552607502287,12.6,98.81061299176578,12.6,99.72552607502287
12.8,91.49130832570906,12.8,96.24885635864592,12.8,98.90210430009148,12.8,99.63403476669717,12.8,99.72552607502287,12.8,99.72552607502287,12.8,99.45105215004575,12.8,96.43183897529735,12.8,99.72552607502287,12.8,99.08508691674291,12.8,99.72552607502287
13.0,91.67429094236049,13.0,96.34034766697164,13.0,98.9935956084172,13.0,99.63403476669717,13.0,99.72552607502287,13.0,99.72552607502287,13.0,99.45105215004575,13.0,96.52333028362305,13.0,99.72552607502287,13.0,99.08508691674291,13.0,99.72552607502287
13.200000000000001,91.9487648673376,13.200000000000001,96.43183897529735,13.200000000000001,99.08508691674291,13.200000000000001,99.72552607502287,13.200000000000001,99.72552607502287,13.200000000000001,99.72552607502287,13.200000000000001,99.45105215004575,13.200000000000001,96.61482159194877,13.200000000000001,99.72552607502287,13.200000000000001,99.26806953339434,13.200000000000001,99.72552607502287
13.4,92.13174748398902,13.4,96.61482159194877,13.4,99.08508691674291,13.4,99.72552607502287,13.4,99.72552607502287,13.4,99.72552607502287,13.4,99.45105215004575,13.4,96.61482159194877,13.4,99.72552607502287,13.4,99.26806953339434,13.4,99.72552607502287
13.600000000000001,92.22323879231473,13.600000000000001,96.70631290027447,13.600000000000001,99.08508691674291,13.600000000000001,99.81701738334858,13.600000000000001,99.72552607502287,13.600000000000001,99.72552607502287,13.600000000000001,99.54254345837145,13.600000000000001,96.61482159194877,13.600000000000001,99.72552607502287,13.600000000000001,99.35956084172004,13.600000000000001,99.72552607502287
13.8,92.86367795059469,13.8,96.9807868252516,13.8,99.08508691674291,13.8,99.81701738334858,13.8,99.72552607502287,13.8,99.72552607502287,13.8,99.63403476669717,13.8,96.70631290027447,13.8,99.81701738334858,13.8,99.35956084172004,13.8,99.72552607502287
14.000000000000002,93.04666056724611,14.000000000000002,96.9807868252516,14.000000000000002,99.08508691674291,14.000000000000002,99.81701738334858,14.000000000000002,99.72552607502287,14.000000000000002,99.72552607502287,,,14.000000000000002,96.79780420860018,14.000000000000002,99.81701738334858,14.000000000000002,99.45105215004575,14.000000000000002,99.72552607502287
14.200000000000001,93.68709972552608,14.200000000000001,97.34675205855444,14.200000000000001,99.08508691674291,14.200000000000001,99.81701738334858,14.200000000000001,99.72552607502287,14.200000000000001,99.72552607502287,,,14.200000000000001,96.88929551692588,14.200000000000001,99.81701738334858,14.200000000000001,99.45105215004575,14.200000000000001,99.72552607502287
14.400000000000002,94.05306495882891,14.400000000000002,97.43824336688014,14.400000000000002,99.08508691674291,14.400000000000002,99.81701738334858,14.400000000000002,99.72552607502287,14.400000000000002,99.72552607502287,,,14.400000000000002,96.9807868252516,14.400000000000002,99.81701738334858,14.400000000000002,99.45105215004575,14.400000000000002,99.72552607502287
14.6,94.60201280878316,14.6,97.52973467520586,14.6,99.26806953339434,14.6,99.81701738334858,14.6,99.72552607502287,14.6,99.81701738334858,,,14.6,96.9807868252516,14.6,99.81701738334858,14.6,99.54254345837145,14.6,99.81701738334858
14.799999999999999,95.0594693504117,14.799999999999999,97.71271729185727,14.799999999999999,99.26806953339434,14.799999999999999,99.81701738334858,14.799999999999999,99.81701738334858,14.799999999999999,99.81701738334858,,,14.799999999999999,97.0722781335773,14.799999999999999,99.81701738334858,14.799999999999999,99.54254345837145,14.799999999999999,99.81701738334858
15.0,95.79139981701739,15.0,97.71271729185727,15.0,99.26806953339434,15.0,99.90850869167429,15.0,99.81701738334858,15.0,99.81701738334858,,,15.0,97.25526075022873,15.0,99.81701738334858,15.0,99.54254345837145,15.0,99.81701738334858
15.2,96.24885635864592,15.2,98.0786825251601,15.2,99.26806953339434,15.2,99.90850869167429,15.2,99.81701738334858,15.2,99.81701738334858,,,15.2,97.34675205855444,15.2,99.81701738334858,15.2,99.54254345837145,15.2,99.81701738334858
15.4,96.52333028362305,15.4,98.0786825251601,15.4,99.54254345837145,15.4,99.90850869167429,15.4,99.81701738334858,15.4,99.81701738334858,,,15.4,97.80420860018299,15.4,99.81701738334858,15.4,99.54254345837145,15.4,99.81701738334858
15.6,96.70631290027447,15.6,98.26166514181153,15.6,99.54254345837145,15.6,99.90850869167429,15.6,99.90850869167429,15.6,99.81701738334858,,,15.6,97.89569990850869,15.6,99.81701738334858,15.6,99.54254345837145,15.6,99.81701738334858
15.8,97.0722781335773,15.8,98.26166514181153,15.8,99.54254345837145,15.8,99.90850869167429,15.8,99.90850869167429,15.8,99.81701738334858,,,15.8,98.0786825251601,15.8,99.81701738334858,15.8,99.54254345837145,15.8,99.81701738334858
16.0,97.25526075022873,16.0,98.26166514181153,16.0,99.54254345837145,16.0,99.90850869167429,16.0,99.90850869167429,16.0,99.81701738334858,,,16.0,98.17017383348582,16.0,99.90850869167429,16.0,99.54254345837145,16.0,99.81701738334858
16.2,97.43824336688014,16.2,98.44464775846295,16.2,99.54254345837145,16.2,99.90850869167429,16.2,99.90850869167429,16.2,99.81701738334858,,,16.2,98.26166514181153,16.2,99.90850869167429,16.2,99.54254345837145,16.2,99.81701738334858
16.400000000000002,97.62122598353157,16.400000000000002,98.44464775846295,16.400000000000002,99.54254345837145,16.400000000000002,99.90850869167429,16.400000000000002,99.90850869167429,16.400000000000002,99.81701738334858,,,16.400000000000002,98.26166514181153,16.400000000000002,99.90850869167429,16.400000000000002,99.63403476669717,16.400000000000002,99.81701738334858
16.6,97.71271729185727,16.6,98.53613906678865,16.6,99.54254345837145,16.6,99.90850869167429,16.6,99.90850869167429,16.6,99.81701738334858,,,16.6,98.35315645013723,16.6,99.90850869167429,16.6,99.63403476669717,16.6,99.81701738334858
16.8,97.80420860018299,16.8,98.62763037511436,16.8,99.54254345837145,16.8,99.90850869167429,16.8,99.90850869167429,16.8,99.81701738334858,,,16.8,98.44464775846295,16.8,99.90850869167429,16.8,99.72552607502287,16.8,99.81701738334858
17.0,97.89569990850869,17.0,98.71912168344006,17.0,99.63403476669717,17.0,99.90850869167429,17.0,99.90850869167429,17.0,99.81701738334858,,,17.0,98.53613906678865,17.0,99.90850869167429,17.0,99.72552607502287,17.0,99.81701738334858
17.200000000000003,98.0786825251601,17.200000000000003,98.90210430009148,17.200000000000003,99.63403476669717,17.200000000000003,99.90850869167429,17.200000000000003,99.90850869167429,17.200000000000003,99.90850869167429,,,17.200000000000003,98.71912168344006,17.200000000000003,99.90850869167429,17.200000000000003,99.72552607502287,17.200000000000003,99.90850869167429
17.400000000000002,98.17017383348582,17.400000000000002,99.08508691674291,17.400000000000002,99.63403476669717,17.400000000000002,99.90850869167429,17.400000000000002,99.90850869167429,17.400000000000002,99.90850869167429,,,17.400000000000002,98.71912168344006,17.400000000000002,99.90850869167429,17.400000000000002,99.72552607502287,17.400000000000002,99.90850869167429
17.599999999999998,98.17017383348582,17.599999999999998,99.08508691674291,17.599999999999998,99.63403476669717,17.599999999999998,99.90850869167429,17.599999999999998,99.90850869167429,17.599999999999998,99.90850869167429,,,17.599999999999998,98.81061299176578,17.599999999999998,99.90850869167429,17.599999999999998,99.81701738334858,17.599999999999998,99.90850869167429
17.8,98.26166514181153,17.8,99.17657822506862,17.8,99.63403476669717,17.8,99.90850869167429,17.8,99.90850869167429,17.8,99.90850869167429,,,17.8,98.90210430009148,17.8,99.90850869167429,17.8,99.81701738334858,17.8,99.90850869167429
18.0,98.26166514181153,18.0,99.26806953339434,18.0,99.63403476669717,18.0,99.90850869167429,18.0,99.90850869167429,18.0,99.90850869167429,,,18.0,98.90210430009148,18.0,99.90850869167429,18.0,99.81701738334858,18.0,99.90850869167429
18.2,98.35315645013723,18.2,99.26806953339434,18.2,99.63403476669717,18.2,99.90850869167429,18.2,99.90850869167429,18.2,99.90850869167429,,,18.2,98.9935956084172,18.2,99.90850869167429,18.2,99.81701738334858,18.2,99.90850869167429
18.4,98.53613906678865,18.4,99.45105215004575,18.4,99.63403476669717,18.4,99.90850869167429,18.4,99.90850869167429,18.4,99.90850869167429,,,18.4,98.9935956084172,18.4,99.90850869167429,18.4,99.90850869167429,18.4,99.90850869167429
18.6,98.62763037511436,18.6,99.54254345837145,18.6,99.63403476669717,18.6,99.90850869167429,18.6,99.90850869167429,18.6,99.90850869167429,,,18.6,98.9935956084172,18.6,99.90850869167429,18.6,99.90850869167429,18.6,99.90850869167429
18.8,98.81061299176578,18.8,99.54254345837145,18.8,99.63403476669717,18.8,99.90850869167429,18.8,99.90850869167429,18.8,99.90850869167429,,,18.8,99.17657822506862,18.8,99.90850869167429,18.8,99.90850869167429,18.8,99.90850869167429
