Date,Year,MW,Holiday,Temp_avg,Temp_max,Temp_min,hPa,Hum,Visibility,Wind_avg,Wind_max,Rain,Storm,Fog,Day,Month,Day_Friday,Day_Monday,Day_Saturday,Day_Sunday,Day_Thursday,Day_Tuesday,Day_Wednesday,Month_April,Month_August,Month_December,Month_February,Month_January,Month_July,Month_June,Month_March,Month_May,Month_November,Month_October,Month_September,MW_pred_knr,MW_pred_lr,MW_pred_dtr,MW_pred_abr,MW_pred_rfr,MW_pred_etr,MW_pred_gbr,MW_pred_mlpr,MW_pred_vr,MW_pred_sr,MW_pred_etr_simp
2018-09-17,2018,1621.0,0,18.0,22.0,16.0,1012.8,69.19915254237289,9.516160903316855,9.6,24.14216101694908,0,0,0,Monday,September,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1609.3,1693.0283203125,1654.4634146341464,1596.5674931129477,1633.7701270869125,1621.7969696969699,1657.0339669303683,1688.2107521209048,1627.7835483919412,1607.89,1628.4272121419249
2018-09-18,2018,1658.0,0,19.8,21.0,16.8,1007.4,84.0,10.0,14.3,20.6,0,0,0,Tuesday,September,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1669.55,1740.4384765625,1709.9872611464968,1597.9689655172415,1674.3420404407761,1660.3141046045805,1657.507716418563,1749.3084711917531,1667.3280725226782,1703.0768037844507,1658.939214876033
2018-09-19,2018,1658.0,0,16.7,21.5,12.8,1010.3,63.0,8.7,12.8,25.9,1,1,0,Wednesday,September,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1611.55,1723.9130859375,1709.9872611464968,1609.7894736842106,1678.5529896880796,1708.186203591686,1711.732105239817,1714.8090141484981,1693.3695966398827,1705.95,1663.8429545454544
2018-09-20,2018,1716.0,0,19.2,21.0,13.8,1016.0,49.0,10.0,11.1,16.5,0,0,0,Thursday,September,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1681.85,1780.6025390625,1709.9872611464968,1609.2492307692307,1703.3407027886071,1709.3164153792884,1685.2900656597067,1767.224821702532,1706.3285590839478,1680.78,1714.4665003417633
2018-09-21,2018,1702.0,0,20.7,28.0,16.0,1011.8,63.0,10.0,14.1,25.9,0,0,0,Friday,September,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1580.15,1772.1845703125,1709.9872611464968,1614.266081871345,1683.440482794983,1701.6780737978424,1702.3183287250617,1765.4384920584462,1692.5592782964127,1669.05,1700.3949478551751
2018-09-22,2018,1573.0,0,22.7,29.0,16.9,1005.8,81.0,10.0,12.4,27.8,0,1,0,Saturday,September,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1655.5,1646.5224609375,1610.0625,1690.1042944785277,1589.55,1573.0,1582.838786772919,1626.6082623573525,1581.275,1582.11,1573.0
2018-09-23,2018,1418.0,0,20.4,30.0,18.0,1007.3,60.0,10.0,19.6,24.1,0,0,0,Sunday,September,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1659.15,1484.5341796875,1470.3333333333333,1494.6655737704918,1428.65,1418.6037878787881,1427.0387928711386,1563.9617853279865,1423.626893939394,1454.95,1418.0
2018-09-24,2018,1569.0,0,19.1,20.0,18.0,1017.0,61.0,9.516160903316855,13.7,18.3,0,0,0,Monday,September,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1609.25,1721.9697265625,1654.4634146341464,1499.0752688172042,1602.1066666666666,1569.5327272727272,1606.9043504577953,1706.3829425134363,1585.819696969697,1583.1,1569.5469696969699
2018-09-25,2018,1371.0,0,18.3,20.5,16.5,1017.2,61.0,10.0,19.8,25.9,0,0,0,Tuesday,September,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1658.9,1762.5029296875,1709.9872611464968,1508.5619047619048,1462.604283226577,1388.6968398268398,1525.1313296411727,1760.7018172625408,1425.6505615267083,1487.65,1376.3035606060605
2018-09-26,2018,1582.0,0,19.4,22.0,17.4,1014.2,76.0,10.0,16.3,35.2,0,0,0,Wednesday,September,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1620.95,1784.2900390625,1709.9872611464968,1607.4469914040114,1630.6726471861473,1607.2297885626956,1674.3374751913211,1783.1551037528961,1618.9512178744214,1642.9,1594.4885439925572
2018-09-27,2018,1683.0,0,16.9,22.0,14.9,1017.3,80.0,9.3,31.3,38.9,1,0,0,Thursday,September,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1711.35,1782.3974609375,1709.9872611464968,1666.1675392670156,1667.8624523809524,1687.673318187904,1713.0932226922396,1779.0894931694488,1677.7678852844283,1705.1961212121212,1705.1896961371963
2018-09-28,2018,1716.0,0,17.6,21.0,15.6,1014.4,89.0,9.0,21.3,35.2,1,0,0,Friday,September,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1731.15,1769.0556640625,1709.9872611464968,1645.4778325123152,1704.3118333333334,1710.9734078106126,1722.316015885419,1774.053256434633,1707.642620571973,1705.7,1716.1481818181817
2018-09-29,2018,1565.0,0,19.3,21.5,16.5,1003.8,90.0,8.7,22.2,55.4,1,1,0,Saturday,September,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1674.0,1641.8310546875,1565.0,1625.5342465753424,1589.16,1565.0,1581.6959345393498,1629.6615261950947,1577.08,1580.53,1565.0
2018-09-30,2018,1433.0,0,17.9,22.1,16.0,1006.8,86.0,9.3,13.9,25.9,1,0,0,Sunday,September,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1638.9,1467.0029296875,1445.2272727272727,1498.3809523809523,1443.33,1432.5668181818182,1448.4712348528305,1558.9761526118518,1437.948409090909,1438.29,1432.831818181818
2018-10-01,2018,1641.0,0,14.1,19.2,13.0,1014.6,55.0,9.7,16.5,27.8,1,0,0,Monday,October,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1654.65,1625.44140625,1687.0,1727.7596899224807,1664.88,1640.9227272727273,1663.312969162241,1640.155139609584,1652.9013636363638,1643.7909375,1641.0
2018-10-02,2018,1684.0,0,13.0,17.0,7.3,1018.8,44.0,10.0,8.3,18.3,0,0,0,Tuesday,October,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1737.3,1655.849609375,1687.0,1778.3051948051948,1718.15,1684.0,1762.05753628898,1681.1417307085203,1701.075,1676.8183333333334,1684.0
2018-10-03,2018,1667.0,0,16.6,23.0,11.1,1018.7,42.0,10.0,10.4,18.3,0,0,0,Wednesday,October,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1629.15,1706.46484375,1709.9872611464968,1727.7596899224807,1685.1336944444445,1668.1546356311433,1673.9905206293856,1716.8495560605693,1676.6441650377938,1680.4850721827193,1667.3574458874457
2018-10-04,2018,1645.0,0,16.6,23.1,12.0,1021.8,45.0,10.0,9.8,18.3,0,0,0,Thursday,October,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1633.45,1716.75,1689.142857142857,1725.3046875,1662.8170174726113,1651.9246846935857,1661.2651015245556,1726.564538436632,1657.3708510830984,1703.377604166667,1645.978658008658
2018-10-05,2018,1650.0,0,14.3,18.1,11.0,1025.2,61.0,10.0,11.3,20.6,0,0,0,Friday,October,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1728.9,1706.541015625,1758.5,1770.610989010989,1746.17,1734.9454545454546,1757.4686878628029,1729.6794712836856,1740.5577272727273,1759.2779999999998,1794.7257575757576
2018-10-06,2018,1570.0,0,15.5,20.0,12.0,1020.3,71.0,10.0,15.6,22.2,0,0,0,Saturday,October,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1672.2,1598.78125,1578.5555555555557,1716.7814207650274,1583.2633333333333,1572.249515282697,1599.7303828153206,1622.970771745426,1577.756424308015,1627.32,1569.8454545454545
2018-10-07,2018,1426.0,0,18.6,22.0,14.0,1013.8,68.0,10.0,15.9,22.2,0,0,0,Sunday,October,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1595.55,1441.275390625,1445.2272727272727,1494.6655737704918,1426.75,1425.223535353535,1420.9585397042617,1531.8189453792822,1425.9867676767676,1451.04,1425.8378787878787
2018-10-08,2018,1621.0,0,22.2,27.0,16.5,1007.4,79.0,10.0,11.1,18.3,0,0,0,Monday,October,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1666.2,1658.109375,1654.4634146341464,1692.119266055046,1630.817619047619,1621.0,1628.5531322901988,1653.4399723507408,1625.9088095238094,1631.95,1622.0613636363637
2018-10-09,2018,1631.0,0,21.1,26.6,17.6,1010.2,49.0,10.0,10.7,18.3,1,1,0,Tuesday,October,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1685.2,1688.16015625,1709.9872611464968,1645.4778325123152,1678.023367630907,1657.811287803106,1668.8798280631777,1678.5911851362591,1667.9173277170066,1692.8668037844507,1744.4226308539946
2018-10-10,2018,1626.0,0,17.8,24.0,14.6,1020.6,27.0,10.0,10.9,16.5,0,0,0,Wednesday,October,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1626.85,1726.701171875,1709.9872611464968,1704.5663430420711,1650.5141944476918,1638.8550427901125,1659.7245449107065,1731.257627775042,1644.6846186189023,1610.61,1626.6011363636364
2018-10-11,2018,1678.0,0,13.8,21.0,12.5,1025.6,57.0,9.3,18.3,25.9,1,0,0,Thursday,October,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1625.8,1714.193359375,1678.0,1740.2123655913979,1693.9611904761905,1677.4774884583107,1704.696690993565,1733.3125361654777,1685.7193394672506,1652.0645000000002,1678.0
2018-10-12,2018,1711.0,1,13.2,16.0,10.5,1020.1,79.0,9.5,13.5,29.4,1,0,0,Friday,October,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1757.6,1526.431640625,1711.0,1712.2590163934426,1710.81,1711.0,1705.1203634568747,1622.5671004710794,1710.905,1694.805,1711.0
2018-10-13,2018,1620.0,0,16.2,23.0,10.5,1019.6,70.0,9.3,7.2,16.5,0,0,0,Saturday,October,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1610.8,1588.1015625,1620.0,1737.2079207920792,1633.49,1620.1067217630853,1627.372737272832,1610.0071736631633,1626.7983608815425,1613.13,1620.2363636363636
2018-10-14,2018,1458.0,0,19.3,24.2,14.0,1017.8,59.0,10.0,16.1,24.1,0,0,0,Sunday,October,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1584.7,1456.87890625,1445.2272727272727,1492.6559139784947,1418.41,1418.065505050505,1399.9955146996685,1536.5994574540525,1418.2377525252525,1455.72,1427.8181818181818
2018-10-15,2018,1361.0,1,20.3,25.0,14.6,1012.9,65.0,10.0,14.8,20.6,0,0,0,Monday,October,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1540.15,1497.5390625,1379.6666666666667,1469.6785714285713,1395.97,1361.0,1436.9178945956194,1553.8259574245892,1378.4850000000001,1573.59,1361.0
2018-10-16,2018,1580.0,0,21.5,25.0,18.5,1007.9,70.0,10.0,13.7,20.6,0,0,0,Tuesday,October,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1671.85,1705.103515625,1709.9872611464968,1634.7552870090635,1617.2816589905194,1587.7951843989347,1651.153947276414,1719.4553560853412,1602.538421694727,1604.96,1585.1589393939394
2018-10-17,2018,1678.0,0,22.6,28.0,18.8,1008.2,73.0,10.0,15.2,29.4,0,0,0,Wednesday,October,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1726.4,1737.474609375,1735.3181818181818,1696.3860045146728,1685.5742018398266,1659.9978391635248,1664.0750569468862,1743.4635236141846,1672.7860205016757,1685.729705882353,1708.967316017316
2018-10-18,2018,1678.0,0,20.2,28.0,17.8,1014.1,79.0,9.8,20.0,33.5,1,0,0,Thursday,October,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1644.3,1738.40234375,1709.9872611464968,1706.2242990654206,1665.349177863803,1676.8822632996823,1677.058432778542,1746.2388209714604,1671.1157205817426,1694.1416666666667,1724.07180697957
2018-10-19,2018,1687.0,0,16.3,22.5,14.0,1024.1,72.0,10.0,21.7,33.5,0,0,0,Friday,October,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1638.0,1728.52734375,1689.142857142857,1670.4907407407406,1681.4358333333334,1676.3564975027316,1679.7196511100176,1745.5079871481425,1678.8961654180325,1653.1171753246754,1699.7060353535355
2018-10-20,2018,1590.0,0,15.9,19.6,14.0,1024.1,69.0,9.8,23.2,37.0,1,0,0,Saturday,October,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1695.05,1630.224609375,1578.5555555555557,1691.0258899676376,1603.1633333333334,1590.1263865932046,1620.1940837818922,1640.7186919994424,1596.644859963269,1635.25,1590.0
2018-10-21,2018,1432.0,0,17.2,19.0,14.2,1018.6,71.0,9.8,16.1,24.1,1,0,0,Sunday,October,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1638.7,1449.615234375,1438.5,1503.0,1433.3775,1431.7669191919192,1435.0228826311734,1539.0612751536942,1432.5722095959595,1435.94,1432.128787878788
2018-10-22,2018,1648.0,0,18.5,23.0,14.5,1015.7,72.0,10.0,7.6,13.0,1,0,0,Monday,October,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1666.35,1649.46484375,1654.4634146341464,1626.5333333333333,1642.211453173869,1648.1013636363637,1636.7755441725142,1650.223497975158,1645.1564084051163,1632.04,1652.436291987518
2018-10-23,2018,1670.0,0,16.0,19.0,13.0,1023.0,66.0,10.0,21.9,27.8,0,0,0,Tuesday,October,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1633.0,1707.314453125,1689.142857142857,1723.0369515011548,1680.675,1671.5481118881116,1685.9641119860614,1722.1567167154958,1676.111555944056,1669.2789160839159,1672.2280401416763
2018-10-24,2018,1751.0,0,14.1,19.0,12.7,1023.0,70.0,9.3,20.4,29.4,1,0,0,Wednesday,October,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1662.75,1712.5234375,1678.0,1748.7623966942149,1733.29,1697.7106060606063,1722.6002867963655,1734.6034530366876,1715.5003030303033,1690.7811111111112,1762.5138528138525
2018-10-25,2018,1711.0,0,16.9,20.0,12.8,1019.4,75.0,10.0,11.7,22.2,1,0,0,Thursday,October,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1703.9,1720.73046875,1709.9872611464968,1722.8589743589744,1698.2098012701908,1707.557913624463,1688.622073499268,1733.6392818167592,1702.883857447327,1704.11,1708.8110898458265
2018-10-26,2018,1674.0,0,17.2,20.0,15.0,1017.6,77.0,9.7,12.6,25.9,0,0,0,Friday,October,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1694.95,1715.076171875,1709.9872611464968,1709.352668213457,1683.483136686009,1676.4028067895981,1686.329105238875,1739.458618038706,1679.9429717378034,1675.67756302521,1677.6115327362693
2018-10-27,2018,1575.0,0,17.4,20.0,14.5,1017.3,76.0,10.0,13.0,20.6,0,0,0,Saturday,October,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1696.55,1608.1953125,1610.0625,1666.1675392670156,1619.8625,1597.8158559622198,1625.3530675650818,1630.9327190950885,1608.83917798111,1606.78,1632.7333333333336
2018-10-28,2018,1417.0,0,18.8,22.0,16.0,1016.9,75.0,10.0,12.4,20.6,0,0,0,Sunday,October,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1668.85,1449.0234375,1445.2272727272727,1506.8029850746268,1431.23,1423.4480591630593,1441.1699295931314,1543.3829980452067,1427.3390295815298,1437.72,1442.7242424242427
2018-10-29,2018,1634.0,0,21.3,25.0,19.0,1012.6,70.0,10.0,15.0,22.2,0,0,0,Monday,October,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1683.95,1675.3125,1654.4634146341464,1595.388888888889,1621.6358333333335,1634.2363636363636,1620.3841678734927,1671.2892618680555,1627.9360984848486,1602.83,1638.767961432507
2018-10-30,2018,1675.0,0,19.8,25.0,17.2,1010.4,78.0,8.9,13.5,20.6,1,0,0,Tuesday,October,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1674.2,1695.09765625,1709.9872611464968,1643.4977876106195,1679.3596595969816,1674.7132652291884,1689.293915399601,1712.7960743744115,1677.036462413085,1677.724684237331,1677.853551043587
2018-10-31,2018,1698.0,0,17.8,20.0,15.8,1013.4,75.0,10.0,11.9,16.5,1,0,0,Wednesday,October,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1663.0,1711.91015625,1709.9872611464968,1696.3860045146728,1692.1566971004606,1696.0216074250802,1691.0403744008559,1733.7446499784112,1694.0891522627703,1699.299731884058,1699.1649382196752
2018-11-01,2018,1663.0,0,13.3,19.9,9.0,1020.3,60.0,10.0,15.0,24.1,0,0,0,Thursday,November,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1664.75,1664.3291015625,1811.5675675675675,1751.95,1722.07,1663.8617846448676,1743.3044499736686,1710.9218378803928,1692.9658923224338,1684.88,1664.3878787878787
2018-11-02,2018,1728.0,0,15.9,19.0,12.4,1013.2,71.0,9.7,23.3,33.5,1,0,0,Friday,November,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1624.95,1681.6240234375,1709.9872611464968,1742.6481994459834,1740.16,1725.5186746927682,1715.363476108392,1720.7182039556908,1732.8393373463841,1682.1237012987012,1728.4734946871308
2018-11-03,2018,1630.0,0,18.6,22.0,14.4,1011.1,76.0,9.7,15.6,42.4,1,0,0,Saturday,November,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1614.95,1590.1708984375,1578.5555555555557,1640.2777777777778,1617.255357142857,1627.063157549521,1638.2898506845681,1620.9069038389748,1622.159257346189,1626.05,1629.5977272727273
2018-11-04,2018,1429.0,0,21.8,25.2,17.8,1014.1,70.0,10.0,11.5,24.1,0,0,0,Sunday,November,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1680.3,1444.4599609375,1445.2272727272727,1514.7147766323023,1442.5875,1429.6214430014434,1449.2332248482744,1545.0295787206603,1436.1044715007217,1439.74,1429.0
2018-11-05,2018,1658.0,0,21.7,25.8,19.5,1014.0,69.0,10.0,16.5,31.7,0,0,0,Monday,November,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1739.2,1663.6787109375,1654.4634146341464,1617.8203125,1688.190974025974,1659.6834646792597,1669.5790687992492,1674.0632618971706,1673.937219352617,1676.4804615384614,1660.7719047619048
2018-11-06,2018,1742.0,0,21.7,24.6,18.0,1018.8,69.0,10.0,14.6,25.9,0,0,0,Tuesday,November,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1651.3,1715.4794921875,1709.9872611464968,1634.062937062937,1712.7082441266477,1661.6175405705144,1680.719383573443,1734.0836702167594,1687.162892348581,1665.78,1700.8795087235997
2018-11-07,2018,1698.0,0,18.4,24.6,15.0,1026.0,64.0,10.0,20.7,27.8,0,0,0,Wednesday,November,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1639.1,1727.8017578125,1695.909090909091,1617.8203125,1691.1958227310326,1696.7648109245729,1687.74169123357,1749.48985749546,1693.9803168278027,1669.2183985507247,1695.2535501871864
2018-11-08,2018,1706.0,0,21.1,25.7,16.7,1018.7,69.0,10.0,19.6,33.5,0,0,0,Thursday,November,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1660.65,1737.2626953125,1709.9872611464968,1626.8826979472142,1689.8109826552757,1700.1165594162305,1688.9518091626032,1752.2398614870274,1694.963771035753,1663.3833333333334,1660.197992007992
2018-11-09,2018,1818.0,0,25.2,29.0,19.3,1010.8,75.0,10.0,14.3,22.2,0,0,0,Friday,November,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1805.85,1737.8291015625,1878.25,1742.6481994459834,1792.4358095238092,1775.8109398128756,1769.9584949227788,1749.238331671549,1784.1233746683424,1805.65,1828.8909090909092
2018-11-10,2018,1650.0,0,22.2,29.2,18.0,1006.2,87.0,5.8,25.7,57.6,1,1,0,Saturday,November,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1632.8,1592.9091796875,1673.6666666666667,1702.201923076923,1607.96,1595.2454545454545,1637.5094659821652,1598.1173590755411,1601.6027272727274,1596.19,1621.0181818181818
2018-11-11,2018,1491.0,0,22.3,24.5,16.9,1007.8,88.0,9.0,17.2,29.4,1,1,0,Sunday,November,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1599.6,1419.9423828125,1470.3333333333333,1543.2822822822823,1482.71,1489.957012987013,1469.9942248720658,1504.6159390325124,1486.3335064935065,1473.45,1491.0
2018-11-12,2018,1685.0,0,23.7,26.5,21.5,1007.4,85.0,9.3,14.8,25.9,1,1,0,Monday,November,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1637.85,1643.5791015625,1735.3181818181818,1738.9963768115942,1705.9716666666666,1685.2318181818182,1697.6463357938828,1640.189537498698,1695.6017424242423,1711.1220893719808,1685.0
2018-11-13,2018,1673.0,0,23.5,26.5,21.0,1003.0,84.0,9.3,11.1,20.6,1,1,0,Tuesday,November,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1662.45,1667.2529296875,1735.3181818181818,1729.138888888889,1728.03,1696.4484848484847,1721.6287452802133,1686.0331891409728,1712.2392424242423,1688.7188888888888,1746.3545454545454
2018-11-14,2018,1666.0,0,21.4,26.5,16.5,1003.7,60.0,9.5,16.1,20.6,1,1,0,Wednesday,November,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1595.7,1674.1962890625,1709.9872611464968,1635.3211009174313,1674.3376215451217,1675.3890345010327,1684.261908361144,1685.9549251661495,1674.8633280230772,1690.949684237331,1666.0202597402597
2018-11-15,2018,1703.0,0,24.5,30.2,19.0,1008.2,45.0,10.0,11.9,18.3,0,0,0,Thursday,November,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1689.15,1728.3154296875,1735.3181818181818,1714.228125,1715.4750284423176,1702.5707984470644,1693.1083797764231,1737.3400642950787,1709.0229134446909,1718.1722222222222,1703.0
2018-11-16,2018,1649.0,0,15.8,30.2,12.0,1019.2,57.0,9.2,22.2,29.4,1,1,0,Friday,November,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1657.55,1656.1279296875,1709.9872611464968,1722.8589743589744,1690.347142857143,1652.3358870971829,1687.3808047117388,1678.9939677127145,1671.341514977163,1680.653705882353,1649.5390909090909
2018-11-17,2018,1578.0,0,20.0,23.0,18.0,1008.8,69.19915254237289,9.516160903316855,18.5,24.14216101694908,0,0,0,Saturday,November,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1632.9,1591.4638671875,1578.5555555555557,1617.8203125,1600.922857142857,1620.770497835498,1613.400211491742,1629.9710034632608,1610.8466774891776,1625.38,1604.1863636363637
2018-11-18,2018,1425.0,0,20.0,24.0,15.0,1013.9,69.19915254237289,9.516160903316855,11.1,24.14216101694908,0,0,0,Sunday,November,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1588.65,1425.8037109375,1445.2272727272727,1500.5846645367412,1443.1075,1430.836507936508,1432.3222214421546,1531.3869921542241,1436.972003968254,1437.12,1432.321212121212
2018-11-19,2018,1332.0,1,22.0,26.0,16.0,1015.7,69.19915254237289,9.516160903316855,13.4,24.14216101694908,0,0,0,Monday,November,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1605.45,1496.8037109375,1332.0,1477.7903780068727,1372.44,1332.0,1405.225592940559,1563.0895300983502,1352.22,1556.21,1332.0
2018-11-20,2018,1574.0,0,23.0,28.0,18.0,1013.4,69.19915254237289,9.516160903316855,17.0,24.14216101694908,0,0,0,Tuesday,November,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1707.5,1708.0537109375,1735.3181818181818,1693.7925531914893,1631.7493614718614,1580.8562062827523,1669.5088448069469,1724.7269668770014,1606.3027838773069,1611.65,1576.9863636363636
2018-11-21,2018,1836.0,0,26.0,30.0,20.0,1010.3,69.19915254237289,9.516160903316855,15.3,24.14216101694908,0,0,0,Wednesday,November,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1875.65,1747.6689453125,1831.3333333333333,1789.4,1825.46,1835.4352941176471,1784.669435959732,1751.910174514865,1830.4476470588236,1806.3841666666665,1836.531550802139
2018-11-22,2018,1705.0,0,25.0,29.0,18.0,1008.5,69.19915254237289,9.516160903316855,14.9,24.14216101694908,0,0,0,Thursday,November,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1775.6,1735.3154296875,1728.6,1736.0,1729.4592499999999,1704.6233008104775,1728.2517011899886,1742.4027915666866,1717.0412754052386,1717.76,1704.319696969697
2018-11-23,2018,1634.0,0,16.8,29.0,13.0,1015.3,74.0,10.0,21.9,31.7,0,0,0,Friday,November,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1621.85,1672.7451171875,1709.9872611464968,1716.7814207650274,1650.8067619047622,1650.6744524583007,1685.5067397392418,1717.6941302245318,1650.7406071815315,1703.68,1634.7194372294375
2018-11-24,2018,1541.0,0,18.7,23.2,14.0,1015.1,61.0,10.0,14.1,25.9,0,0,0,Saturday,November,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1623.95,1590.5498046875,1578.5555555555557,1597.9689655172415,1590.336857142857,1611.8990210547026,1604.9159128846538,1621.069095525003,1601.11793909878,1581.27,1581.689393939394
2018-11-25,2018,1418.0,0,19.1,24.1,14.0,1016.2,57.0,10.0,7.0,14.8,0,0,0,Sunday,November,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1641.4,1417.5107421875,1445.2272727272727,1500.562874251497,1426.67,1417.737424242424,1425.4626660207998,1524.7144946338688,1422.203712121212,1457.52,1418.0
2018-11-26,2018,1642.0,0,23.2,28.0,19.0,1018.7,54.0,10.0,9.1,16.5,0,0,0,Monday,November,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1667.65,1676.6142578125,1735.3181818181818,1695.1984732824428,1662.8941666666665,1644.3892320936636,1664.3628549830053,1673.4408098685453,1653.641699380165,1649.5,1642.1272727272728
2018-11-27,2018,1638.0,0,22.2,25.2,21.0,1018.2,51.0,9.8,22.4,33.5,1,0,0,Tuesday,November,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1730.05,1735.2451171875,1709.9872611464968,1742.6481994459834,1708.0504747474747,1639.2335497835497,1717.3790758705502,1743.6392119310487,1673.6420122655122,1651.851,1638.0
2018-11-28,2018,1673.0,0,20.9,23.8,19.0,1016.3,71.0,10.0,25.6,33.5,0,0,0,Wednesday,November,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1694.8,1736.3505859375,1709.9872611464968,1626.8826979472142,1694.003330877456,1685.5571038836008,1700.2772814796995,1758.761961886392,1689.7802173805285,1697.101644927536,1674.106236957487
