Date,Year,MW,Holiday,Temp_avg,Temp_max,Temp_min,hPa,Hum,Visibility,Wind_avg,Wind_max,Rain,Storm,Fog,Day,Month,Day_Friday,Day_Monday,Day_Saturday,Day_Sunday,Day_Thursday,Day_Tuesday,Day_Wednesday,Month_April,Month_August,Month_December,Month_February,Month_January,Month_July,Month_June,Month_March,Month_May,Month_November,Month_October,Month_September,MW_pred_knr,MW_pred_lr,MW_pred_dtr,MW_pred_abr,MW_pred_rfr,MW_pred_etr,MW_pred_gbr,MW_pred_mlpr,MW_pred_vr,MW_pred_sr,MW_pred_etr_simp
2017-07-22,2017,1775.0,0,12.7,16.0,11.0,1018.6,77.0,10.0,12.8,18.3,0,0,0,Saturday,July,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1768.05,1783.205078125,1727.857142857143,1766.3987854251013,1768.44,1768.3,1790.7212340844305,1774.5840188815919,1768.37,1784.4795000000001,1759.2636363636364
2017-07-23,2017,1586.0,0,13.9,17.0,11.0,1012.8,77.0,9.7,9.1,18.3,1,0,0,Sunday,July,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1723.25,1608.81640625,1562.25,1605.7777777777778,1578.27,1586.0,1581.395018428787,1670.8839688274381,1582.135,1619.8,1586.0
2017-07-24,2017,1833.0,0,13.2,17.0,10.6,1017.6,85.0,8.9,18.0,27.8,1,1,0,Monday,July,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1785.25,1816.951171875,1894.6666666666667,1769.5833333333333,1846.79,1852.7772727272727,1826.558492332366,1769.8978803254658,1849.7836363636363,1855.46,1864.7462121212122
2017-07-25,2017,1916.0,0,12.7,15.6,11.0,1023.8,77.0,10.0,23.9,37.0,0,0,0,Tuesday,July,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1789.85,1899.548828125,1892.1153846153845,1767.2075471698113,1896.5,1916.0,1881.4666404462173,1877.3279204973317,1906.25,1870.12,1915.5590909090909
2017-07-26,2017,1922.0,0,14.4,19.0,11.0,1020.6,94.0,6.0,17.6,33.5,1,1,1,Wednesday,July,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1788.6,1890.7734375,1894.6666666666667,1760.3224568138196,1884.7,1922.0,1840.5901040550702,1843.665130600823,1903.35,1883.44,1921.9681818181818
2017-07-27,2017,1853.0,0,16.5,20.4,13.5,1018.7,89.0,4.5,9.3,13.0,0,0,1,Thursday,July,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1750.05,1909.40625,1709.9872611464968,1716.7814207650274,1826.265,1852.4386363636363,1792.5542569725412,1879.5498869262146,1839.351818181818,1857.43,1852.8136363636363
2017-07-28,2017,1776.0,0,17.6,21.0,14.6,1014.8,78.0,10.0,7.4,11.1,0,0,0,Friday,July,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1660.6,1913.126953125,1709.9872611464968,1712.2590163934426,1754.2396667764604,1774.6675974025973,1752.4480632184557,1890.1052313145565,1764.4536320895288,1746.793333333333,1769.9563410419992
2017-07-29,2017,1693.0,0,17.8,21.0,15.8,1015.9,77.0,9.0,7.0,16.5,0,0,0,Saturday,July,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1644.8,1815.05078125,1700.5,1704.5663430420711,1681.33,1692.9045454545455,1674.7196640657787,1790.1619439725155,1687.1172727272728,1684.5434007152269,1693.0
2017-07-30,2017,1560.0,0,12.7,20.0,10.0,1023.4,81.0,9.3,18.0,24.1,1,0,0,Sunday,July,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1769.05,1626.447265625,1555.0,1570.3636363636363,1544.7,1560.0,1553.7402476644997,1682.210616165497,1552.35,1577.94,1560.0
2017-07-31,2017,1850.0,0,11.6,13.1,9.5,1024.0,88.0,8.7,16.3,22.2,1,0,0,Monday,July,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1801.15,1839.19140625,1892.1153846153845,1773.7966101694915,1855.95,1850.0068181818183,1853.833658535703,1807.9948463091314,1852.9784090909093,1892.965,1850.0
2017-08-01,2017,1883.0,0,12.8,14.0,11.5,1018.7,93.0,5.8,16.1,25.9,1,0,0,Tuesday,August,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1800.3,1840.255859375,1811.5675675675675,1761.7663157894738,1875.12,1882.829090909091,1870.0979978171147,1851.733390625638,1878.9745454545455,1904.55,1882.7458874458875
2017-08-02,2017,1850.0,0,12.5,15.0,10.5,1022.2,80.0,9.7,11.3,18.3,0,0,0,Wednesday,August,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1797.05,1860.27734375,1892.1153846153845,1778.4741200828157,1852.9525,1849.2101130351134,1859.1360588288771,1873.009512240367,1851.0813065175566,1876.625,1849.4549711399711
2017-08-03,2017,1859.0,0,12.8,18.0,8.5,1023.7,74.0,8.7,7.8,16.5,0,0,0,Thursday,August,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1779.4,1859.1953125,1833.0833333333333,1778.4741200828157,1856.587857142857,1861.2196801346802,1852.9218904749316,1864.108498255196,1858.9037686387687,1858.3081818181818,1849.4906060606058
2017-08-04,2017,1853.0,0,12.8,18.5,9.9,1025.4,75.0,10.0,7.0,14.8,0,0,0,Friday,August,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1772.15,1858.59375,1833.0833333333333,1773.7966101694915,1846.6545454545453,1852.072623857624,1855.047026087504,1869.1943258639458,1849.3635846560846,1834.0696818181816,1852.170909090909
2017-08-05,2017,1725.0,0,14.7,18.0,11.5,1022.1,74.0,10.0,16.1,25.9,0,0,0,Saturday,August,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1675.5,1776.048828125,1727.857142857143,1756.5941320293398,1721.38,1725.0363636363636,1710.0301284099482,1774.0430266618607,1723.2081818181819,1734.0517012987011,1725.0
2017-08-06,2017,1472.0,0,16.1,19.0,12.8,1017.3,82.0,10.0,12.4,18.3,0,0,0,Sunday,August,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1759.35,1600.0078125,1479.6666666666667,1522.776758409786,1474.2,1471.9659090909088,1507.7921115780903,1678.5712108683672,1473.0829545454544,1433.28,1472.0
2017-08-07,2017,1772.0,0,16.3,19.0,14.0,1014.3,87.0,9.3,12.0,20.6,1,0,0,Monday,August,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1729.75,1810.673828125,1654.4634146341464,1723.0369515011548,1766.4281159420289,1772.1352272727272,1747.4255470912096,1798.092029754484,1769.281671607378,1784.6533333333332,1772.4007575757576
2017-08-08,2017,1865.0,0,14.5,18.1,12.5,1012.0,78.0,9.8,15.2,25.9,1,0,0,Tuesday,August,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1745.9,1836.232421875,1811.5675675675675,1758.279761904762,1839.27,1864.9727272727273,1838.5102734395068,1844.837610979696,1852.1213636363636,1884.85,1865.2227272727273
2017-08-09,2017,1901.0,0,13.9,16.8,10.7,1019.2,81.0,9.5,20.0,27.8,1,0,0,Wednesday,August,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1769.4,1875.494140625,1811.5675675675675,1773.1666666666667,1872.12,1899.2179924242423,1850.0494805043031,1873.352819211997,1885.668996212121,1843.91,1900.4090909090905
2017-08-10,2017,1874.0,0,14.8,17.0,11.9,1018.6,81.0,10.0,26.1,33.5,1,0,0,Thursday,August,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1790.45,1892.634765625,1811.5675675675675,1758.279761904762,1847.76,1873.7810606060607,1833.8317208471274,1883.9812291817561,1860.7705303030302,1863.11,1873.739393939394
2017-08-11,2017,1882.0,0,16.1,17.0,13.4,1010.2,90.0,7.2,23.2,48.2,1,1,0,Friday,August,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1724.25,1862.3515625,1709.9872611464968,1750.9645093945721,1860.88,1881.0618181818184,1819.43769575327,1844.8808613459462,1870.9709090909091,1862.05,1881.9772727272727
2017-08-12,2017,1738.0,0,15.4,17.4,14.0,1008.3,88.0,6.4,10.9,22.2,1,0,0,Saturday,August,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1711.95,1743.748046875,1727.857142857143,1743.6041666666667,1743.764,1738.0,1735.5888780469768,1757.014385708285,1740.882,1774.0708441558443,1738.0
2017-08-13,2017,1535.0,0,12.8,16.0,9.6,1014.8,68.0,10.0,7.6,16.5,0,0,0,Sunday,August,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1733.65,1562.576171875,1546.6666666666667,1627.604761904762,1568.14,1574.8909090909092,1585.4390529646284,1654.949300410345,1571.5154545454548,1588.24,1565.6090909090908
2017-08-14,2017,1762.0,0,14.7,19.0,10.2,1013.6,46.0,10.0,13.1,18.3,0,0,0,Monday,August,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1708.15,1793.857421875,1811.5675675675675,1755.4165289256198,1766.0,1761.9045454545455,1748.312547847689,1777.0592750393052,1763.9522727272729,1788.625,1761.6666666666667
2017-08-15,2017,1819.0,0,15.2,20.0,12.0,1017.3,60.0,10.0,9.8,16.5,0,0,0,Tuesday,August,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1657.7,1845.171875,1811.5675675675675,1723.6203703703704,1798.7283333333335,1817.8258946608946,1768.4525498577948,1847.0715407661341,1808.2771139971142,1804.5075490196077,1819.136515151515
2017-08-16,2017,1808.0,0,13.6,20.5,10.5,1022.2,60.0,10.0,7.6,14.8,0,0,0,Wednesday,August,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1736.0,1860.08984375,1798.6666666666667,1755.2485549132948,1808.4520000000002,1808.8708712121213,1791.1736737313445,1864.6227359198256,1808.6614356060609,1788.2275490196077,1808.087878787879
2017-08-17,2017,1804.0,1,14.8,22.0,9.8,1017.4,61.0,10.0,13.7,25.9,0,0,0,Thursday,August,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1634.25,1702.046875,1804.0,1666.1675392670156,1727.98,1804.0,1740.5947264507038,1762.439827394022,1765.99,1751.83,1804.0
2017-08-18,2017,1788.0,0,16.4,22.0,11.5,1010.0,72.0,10.0,15.0,24.1,0,0,0,Friday,August,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1668.8,1857.716796875,1709.9872611464968,1719.8429487179487,1768.6663214439382,1785.2520170345103,1753.436496452358,1859.1590478196183,1776.9591692392241,1782.9,1788.0454545454545
2017-08-19,2017,1742.0,0,15.7,20.0,12.0,1010.1,68.0,9.7,9.4,18.3,1,1,0,Saturday,August,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1684.0,1728.03125,1610.0625,1719.8429487179487,1634.23,1653.581818181818,1678.541358531073,1717.4330661354243,1643.905909090909,1657.58,1647.7818181818182
2017-08-20,2017,1601.0,0,13.1,16.7,9.0,1022.5,40.0,10.0,8.7,13.0,0,0,0,Sunday,August,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1716.4,1587.775390625,1514.0,1718.04,1558.62,1569.6636363636364,1580.1380744760831,1661.1498547618726,1564.141818181818,1551.95,1548.509090909091
2017-08-21,2017,1560.0,1,12.4,17.0,7.0,1027.6,51.0,10.0,11.3,24.1,0,0,0,Monday,August,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1776.4,1644.93359375,1560.0,1711.5657894736842,1626.47,1560.0,1661.8869249492404,1686.9278077474582,1593.2350000000001,1596.31,1560.0
2017-08-22,2017,1791.0,0,13.8,17.0,10.8,1018.4,62.0,10.0,24.3,38.9,0,0,0,Tuesday,August,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1702.5,1858.42578125,1811.5675675675675,1761.7663157894738,1801.51,1791.200499037999,1835.9831185308658,1854.7457346434867,1796.3552495189995,1777.4658823529412,1790.451515151515
2017-08-23,2017,1818.0,0,16.1,19.0,10.9,1012.1,73.0,10.0,14.1,22.2,0,0,0,Wednesday,August,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1652.8,1866.07421875,1709.9872611464968,1748.888888888889,1804.6258529411766,1816.1182163426242,1770.7694934925637,1863.6686323448284,1810.3720346419004,1814.989882352941,1817.4303030303029
2017-08-24,2017,1777.0,0,17.9,21.0,14.3,1009.0,90.0,8.0,10.2,18.3,1,0,0,Thursday,August,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1705.5,1871.90625,1709.9872611464968,1716.7814207650274,1767.1251305346698,1769.0769172249318,1747.7427112815187,1870.3986205095316,1768.1010238798008,1751.8,1776.937878787879
2017-08-25,2017,1773.0,0,18.8,21.0,16.0,1008.5,94.0,6.6,10.0,31.7,1,1,0,Friday,August,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1622.15,1861.607421875,1709.9872611464968,1691.5588235294117,1755.316494047619,1770.0177980327203,1752.7338371151052,1844.9129685784178,1762.6671460401697,1746.9633333333331,1771.6178030303029
2017-08-26,2017,1634.0,0,15.1,21.0,13.4,1013.3,92.0,6.8,10.2,18.3,1,0,0,Saturday,August,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1716.9,1744.107421875,1664.0,1723.6203703703704,1666.65,1634.0,1667.132904035793,1757.625083870743,1650.325,1668.22,1634.0
2017-08-27,2017,1491.0,0,15.2,17.0,13.0,1016.6,97.0,6.6,16.9,22.2,1,0,1,Sunday,August,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1726.05,1591.306640625,1479.6666666666667,1543.9375,1495.85,1491.0,1517.4579482766137,1666.7411901834803,1493.425,1471.51,1491.0
2017-08-28,2017,1727.0,0,17.3,21.0,13.0,1012.8,93.0,7.7,15.4,83.2,0,0,1,Monday,August,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1700.15,1830.392578125,1654.4634146341464,1691.5588235294117,1703.12375,1742.5431301652893,1716.9415662556048,1796.299200066006,1722.8334400826448,1692.03,1767.6551515151516
2017-08-29,2017,1824.0,0,18.4,22.0,13.0,1008.2,92.0,7.7,8.1,25.9,1,1,0,Tuesday,August,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1668.05,1829.58203125,1709.9872611464968,1704.5663430420711,1754.2543690476189,1744.7427210801677,1740.0600962002268,1810.9927843993987,1749.4985450638933,1737.007272727273,1794.9711888111888
2017-08-30,2017,1834.0,0,12.4,21.5,8.2,1021.1,60.0,10.0,14.6,33.5,1,0,0,Wednesday,August,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1688.75,1857.521484375,1834.0,1748.888888888889,1834.3129999999999,1833.7568181818185,1813.248721182411,1854.9768623213176,1834.0349090909092,1824.733452380952,1834.0454545454545
2017-08-31,2017,1826.0,0,13.4,16.5,9.8,1024.8,67.0,10.0,13.0,18.3,0,0,0,Thursday,August,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1765.5,1878.10546875,1833.0833333333333,1770.610989010989,1824.9833333333331,1826.520740740741,1834.0880115654786,1876.1550112163113,1825.752037037037,1810.3316666666665,1826.232575757576
2017-09-01,2017,1773.0,0,16.6,20.0,12.2,1017.0,77.0,10.0,16.3,25.9,0,0,0,Friday,September,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1712.05,1756.8271484375,1709.9872611464968,1675.0666666666666,1750.2870499108735,1755.2922241697456,1727.5073493744633,1762.9006584958781,1752.7896370403096,1728.85,1770.8974488908218
2017-09-02,2017,1687.0,0,19.8,23.0,15.2,1012.8,88.0,9.2,14.3,33.5,0,0,0,Saturday,September,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1681.9,1667.6103515625,1673.6666666666667,1609.7894736842106,1657.5714285714284,1685.7851515151515,1641.4476693046347,1666.324517797926,1671.67829004329,1678.4009375,1687.0
2017-09-03,2017,1549.0,0,17.1,23.2,14.0,1011.1,94.0,6.3,14.3,22.2,1,1,1,Sunday,September,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1635.0,1437.8955078125,1549.0,1498.3809523809523,1520.76,1549.0,1491.2464024888902,1510.2396302913721,1534.88,1557.15,1549.0
2017-09-04,2017,1742.0,0,13.8,19.5,11.0,1017.9,74.0,9.0,15.7,24.1,1,1,0,Monday,September,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1712.05,1653.2783203125,1811.5675675675675,1723.6203703703704,1745.47,1742.0166666666664,1730.74640707044,1639.9794102453766,1743.7433333333333,1763.68,1741.7010822510822
2017-09-05,2017,1811.0,0,12.3,17.1,9.0,1026.2,58.0,10.0,12.0,18.3,0,0,0,Tuesday,September,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1767.2,1719.4619140625,1870.0,1773.7966101694915,1833.79,1820.330909090909,1836.6532642050086,1733.8209668604768,1827.0604545454544,1862.15625,1850.509090909091
2017-09-06,2017,1846.0,0,14.1,16.0,11.9,1021.6,70.0,10.0,21.3,31.7,0,0,0,Wednesday,September,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1724.05,1761.6982421875,1823.6,1748.4318181818182,1819.095,1846.0,1805.7953838794886,1770.4435026127599,1832.5475000000001,1803.19,1845.9545454545455
2017-09-07,2017,1657.0,0,15.9,19.0,13.3,1018.0,70.0,10.0,11.3,20.6,0,0,0,Thursday,September,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1676.7,1755.9072265625,1709.9872611464968,1712.2590163934426,1753.0754590017825,1737.1925506043142,1722.9698641526056,1766.2006055974675,1745.1340048030484,1734.0037012987013,1754.5810704447067
2017-09-08,2017,1743.0,0,14.6,19.8,11.6,1015.2,88.0,9.8,20.2,29.4,0,0,0,Friday,September,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1779.85,1735.0400390625,1811.5675675675675,1716.7814207650274,1765.36,1742.8202044924772,1774.9314708565405,1756.3878280909007,1754.0901022462385,1735.53,1743.17987012987
2017-09-09,2017,1705.0,0,17.2,19.0,12.8,1013.1,91.0,8.9,19.1,35.2,1,1,0,Saturday,September,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1744.5,1636.1689453125,1565.0,1704.5663430420711,1631.61,1585.509090909091,1626.768565564281,1624.9732324540387,1608.5595454545455,1629.14,1621.6
2017-09-10,2017,1539.0,0,17.6,20.0,16.5,1007.2,94.0,6.1,17.8,40.7,1,1,0,Sunday,September,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1714.75,1456.9033203125,1539.0,1498.3809523809523,1516.63,1539.0,1490.5720835439874,1533.4618953796712,1527.815,1524.17,1539.0
2017-09-11,2017,1737.0,0,13.7,18.0,9.7,1010.9,70.0,7.6,23.5,38.9,1,0,0,Monday,September,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1699.8,1666.0029296875,1811.5675675675675,1758.279761904762,1797.22,1776.3090909090909,1768.8653578520054,1662.2083886934074,1786.7645454545454,1775.04,1780.7272727272727
2017-09-12,2017,1822.0,0,14.2,17.6,9.9,1023.2,63.0,10.0,7.6,18.3,0,0,0,Tuesday,September,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1787.9,1725.7822265625,1823.6,1773.1666666666667,1798.662857142857,1821.9681818181818,1803.458076570474,1735.445170231561,1810.3155194805195,1820.9616666666666,1821.3136363636363
2017-09-13,2017,1797.0,0,14.9,17.8,13.4,1019.8,76.0,10.0,13.7,20.6,0,0,0,Wednesday,September,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1755.15,1751.7041015625,1811.5675675675675,1723.6203703703704,1794.960357142857,1795.1412068234797,1789.0836481233298,1768.3244201422972,1795.0507819831682,1791.8258823529413,1797.2763636363636
2017-09-14,2017,1783.0,0,17.7,23.0,14.0,1013.2,66.0,9.7,9.6,16.5,0,0,0,Thursday,September,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1605.6,1751.3720703125,1709.9872611464968,1643.4977876106195,1742.9812939367166,1750.2228371775186,1704.1173056391378,1758.3537257101834,1746.6020655571176,1735.33,1775.2982678286623
2017-09-15,2017,1800.0,0,14.2,23.0,11.2,1026.5,62.0,10.0,18.1,27.8,0,0,0,Friday,September,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1678.7,1756.9580078125,1798.6666666666667,1716.7814207650274,1785.755,1796.1435183444005,1772.4311637486949,1763.7779217933014,1790.9492591722003,1773.45,1800.1704545454545
2017-09-16,2017,1683.0,0,14.1,16.0,12.0,1030.8,67.0,10.0,16.5,25.9,0,0,0,Saturday,September,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1718.85,1672.4345703125,1727.857142857143,1743.9970238095239,1705.45,1682.9303030303029,1687.2519177068675,1675.4750104817003,1694.1901515151515,1664.7954227053142,1683.0
2017-09-17,2017,1504.0,0,15.4,18.4,13.0,1027.5,76.0,10.0,12.6,24.1,0,0,0,Sunday,September,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1688.55,1498.6845703125,1479.6666666666667,1508.2569269521412,1502.3,1504.0,1493.1196734566222,1580.5592279824577,1503.15,1496.8,1504.0
2017-09-18,2017,1707.0,0,16.9,20.0,14.8,1022.6,76.0,10.0,15.9,22.2,0,0,0,Monday,September,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1669.6,1713.3642578125,1695.909090909091,1596.5674931129477,1693.8286004783229,1705.720476190476,1676.2762015603703,1702.8228762032854,1699.7745383343995,1724.0625,1706.616847421584
2017-09-19,2017,1730.0,0,17.6,20.0,14.8,1018.5,80.0,10.0,16.9,31.7,0,0,0,Tuesday,September,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1714.65,1755.7060546875,1709.9872611464968,1625.5342465753424,1707.1170930735937,1724.5108568116914,1708.1824207048107,1758.508890707929,1715.8139749426425,1738.8856785714286,1729.7741550116548
2017-09-20,2017,1778.0,0,20.5,26.0,15.9,1013.2,77.0,10.0,13.1,22.2,0,0,0,Wednesday,September,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1686.85,1775.2529296875,1709.9872611464968,1614.266081871345,1740.8753949087716,1752.3513241918727,1724.9142455407962,1770.8321255923838,1746.613359550322,1713.6433333333334,1764.6042207792211
2017-09-21,2017,1783.0,0,12.9,26.4,10.0,1021.7,81.0,7.4,14.6,22.2,1,0,0,Thursday,September,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1713.45,1722.8388671875,1798.6666666666667,1748.7623966942149,1795.1,1782.6906060606061,1787.5846468061075,1742.7154192339685,1788.895303030303,1774.9058823529413,1783.4989393939393
2017-09-22,2017,1778.0,0,12.3,16.0,9.6,1021.3,72.0,10.0,10.0,20.6,1,0,0,Friday,September,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1800.4,1729.0751953125,1823.6,1778.3051948051948,1825.02,1801.921818181818,1834.5487236005101,1748.938368199223,1813.4709090909091,1804.55,1843.364696969697
2017-09-23,2017,1662.0,0,14.9,19.0,10.0,1022.8,71.0,8.7,7.0,18.3,0,0,0,Saturday,September,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1763.35,1640.3095703125,1651.0,1755.2485549132948,1660.84,1661.7581818181818,1664.5968458938962,1648.7147955242185,1661.2990909090909,1671.5576041666668,1661.8545454545454
2017-09-24,2017,1479.0,0,17.4,21.0,14.8,1021.4,72.0,10.0,18.3,29.4,0,0,0,Sunday,September,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1651.8,1505.6787109375,1479.6666666666667,1491.8251366120219,1466.54,1478.353787878788,1469.1952156799368,1581.40444888197,1472.446893939394,1436.854,1478.7166666666665
2017-09-25,2017,1676.0,0,18.8,21.0,16.8,1019.2,77.0,10.0,11.5,18.3,0,0,0,Monday,September,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1683.55,1717.8173828125,1654.4634146341464,1596.5674931129477,1675.0058835494535,1636.5610566706018,1551.9025890390067,1705.589352483973,1655.7834701100278,1678.1209375,1710.889025974026
2017-09-26,2017,1813.0,0,14.9,21.0,11.0,1019.8,78.0,8.5,25.9,44.6,1,0,0,Tuesday,September,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1734.9,1742.1044921875,1811.5675675675675,1718.04,1790.4914999999999,1756.353829201102,1760.5503981825484,1741.875857015592,1773.422664600551,1782.25,1806.3469696969696
2017-09-27,2017,1813.0,0,12.6,16.0,9.8,1021.8,77.0,9.0,20.0,37.0,1,0,0,Wednesday,September,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1785.4,1748.5009765625,1823.6,1773.7966101694915,1825.63,1813.0,1831.283343161751,1758.515606053896,1819.315,1808.48,1813.0334343434342
2017-09-28,2017,1829.0,0,13.9,17.0,10.8,1025.4,75.0,10.0,20.4,33.5,0,0,0,Thursday,September,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1750.3,1768.4658203125,1790.0,1758.279761904762,1809.865,1804.0136363636364,1817.5916952330726,1773.4239298573993,1806.9393181818182,1825.041666666667,1841.4227272727273
2017-09-29,2017,1809.0,0,15.7,17.3,14.0,1022.2,75.0,10.0,19.8,38.9,0,0,0,Friday,September,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1699.75,1777.0751953125,1823.6,1718.04,1799.4978571428571,1806.4168282475102,1769.8965383114198,1781.8725518173455,1802.9573426951838,1795.4958823529412,1808.553787878788
2017-09-30,2017,1676.0,0,17.6,20.2,14.4,1008.9,87.0,10.0,11.3,16.5,0,0,0,Saturday,September,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1726.5,1631.9111328125,1729.0,1664.035864978903,1654.32,1623.5873566837201,1638.8426954394145,1651.1589251470832,1638.95367834186,1586.95,1685.3909090909092
2017-10-01,2017,1477.0,0,16.4,20.5,12.2,1000.3,87.0,8.2,12.2,37.0,1,1,0,Sunday,October,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1649.5,1369.697265625,1477.0,1518.9107551487414,1470.35,1476.9545454545455,1474.6004649570978,1468.5139936003895,1473.6522727272727,1400.83,1477.0
2017-10-02,2017,1656.0,0,14.9,20.0,11.5,1003.7,67.0,9.3,9.6,16.5,1,0,0,Monday,October,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1674.45,1589.560546875,1687.0,1738.9963768115942,1683.12,1656.0981818181817,1681.8798611909763,1615.2441517490777,1669.6090909090908,1680.3744615384617,1656.0
2017-10-03,2017,1726.0,0,17.4,22.0,12.8,1007.6,50.0,9.8,14.1,20.6,1,0,0,Tuesday,October,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1729.5,1671.60546875,1709.9872611464968,1696.3860045146728,1706.1224565483865,1715.7927402942453,1678.7364736011045,1688.2471010132895,1710.9575984213159,1741.5,1722.5029545454547
